教师,期刊/会议,类型,论文数,总引用
曾文艺,Research in Astronomy and Astrophysics,journal,1,5
曾文艺,IEEE Transactions on Fuzzy Systems,journal,1,38
曾文艺,Neurocomputing,journal,1,28
曾文艺,Pattern Recognition Letters,journal,1,78
曾文艺,Applied Soft Computing,journal,1,76
曾文艺,International Journal of Information Technology & Decision Making,journal,1,15
曾文艺,Knowledge-Based Systems,journal,1,20
曾文艺,International Journal of Computational Intelligence Systems,journal,1,12
曾文艺,"ICIC express letters. Part B, Applications",journal,1,0
曾文艺,Ziran zaihai xuebao,journal,1,1
曾文艺,"ICIC express letters. an international journal of research and surveys. Part B, Applications",journal,1,1
曾文艺,Shiyong yaowu yu linchuang,journal,1,0
曾文艺,Dizhen gongcheng yu gongcheng zhendong,journal,1,0
曾文艺,Advances in intelligent and soft computing,book series,1,0
曾文艺,Gongcheng shuxue xuebao,journal,1,1
曾文艺,Microcomputer Information,journal,1,2
曾文艺,Lecture notes in electrical engineering,book series,1,4
曾文艺,Guoji yiyao weisheng daobao,journal,1,0
曾文艺,PubMed,repository,1,1
曾文艺,"Science in China. Series E, Technological sciences/Science in China. Series E, Technological Sciences",journal,1,6
曾文艺,Journal of industrial engineering international,journal,1,48
曾文艺,International Journal of Approximate Reasoning,journal,1,97
曾文艺,Lecture notes in computer science,book series,1,1
朱倩男,ACM Transactions on Information Systems,journal,3,15
朱倩男,arXiv (Cornell University),repository,3,10
朱倩男,Proceedings of the ACM Web Conference 2022,conference,3,45
朱倩男,Research Square,repository,3,0
朱倩男,Figshare,repository,2,0
朱倩男,ArXiv.org,repository,2,1
朱倩男,Proceedings of the AAAI Conference on Artificial Intelligence,conference,2,76
朱倩男,PubMed,repository,2,4
朱倩男,Nanomedicine,journal,2,52
朱倩男,World Journal of Surgical Oncology,journal,2,48
朱倩男,ACM Transactions on Knowledge Discovery from Data,journal,1,0
朱倩男,Expert Opinion on Biological Therapy,journal,1,0
朱倩男,Translational Oncology,journal,1,0
朱倩男,Translational Cancer Research,journal,1,0
朱倩男,Plants,journal,1,3
朱倩男,LWT,journal,1,1
朱倩男,Frontiers in Immunology,journal,1,1
朱倩男,IEEE Transactions on Industrial Informatics,journal,1,3
朱倩男,Frontiers of digital education.,journal,1,2
朱倩男,Angewandte Chemie,journal,1,0
朱倩男,Angewandte Chemie International Edition,journal,1,12
朱倩男,Information Sciences,journal,1,1
朱倩男,IEEE Transactions on Sustainable Energy,journal,1,6
朱倩男,Journal of Hydrology,journal,1,0
朱倩男,Plant Hormones,journal,1,0
朱倩男,Society for Industrial and Applied Mathematics eBooks,ebook platform,1,1
朱倩男,Photonics Research,journal,1,12
朱倩男,Cancer Research,journal,1,1
朱倩男,BMC Veterinary Research,journal,1,2
朱倩男,Energy & Environmental Science,journal,1,77
朱倩男,Fish & Shellfish Immunology,journal,1,1
朱倩男,IEEE Transactions on Knowledge and Data Engineering,journal,1,8
朱倩男,International Journal of Biological Macromolecules,journal,1,8
朱倩男,Expert Systems with Applications,journal,1,28
朱倩男,Energy,journal,1,30
朱倩男,Applied Soft Computing,journal,1,41
朱倩男,Cancer Management and Research,journal,1,6
朱倩男,Chemistry of Natural Compounds,journal,1,3
朱倩男,Proceedings of the Fifteenth ACM International Conference on Web Search and Data Mining,conference,1,30
朱倩男,Molecules,journal,1,11
朱倩男,Clinical & Experimental Metastasis,journal,1,9
朱倩男,Anti-Cancer Drugs,journal,1,8
朱倩男,Journal of Cancer Research and Clinical Oncology,journal,1,10
朱倩男,Planta Medica,journal,1,7
朱倩男,IEEE Access,journal,1,40
朱倩男,Medicine,journal,1,23
朱倩男,Molecular Medicine Reports,journal,1,15
朱倩男,Journal of Electroanalytical Chemistry,journal,1,2
朱倩男,The Journal of Vascular Access,journal,1,34
朱倩男,IOP Conference Series Materials Science and Engineering,conference,1,6
朱倩男,The Breast,journal,1,0
朱倩男,Cellular Physiology and Biochemistry,journal,1,15
朱倩男,Lecture notes in computer science,book series,1,0
朱倩男,Interactive Cardiovascular and Thoracic Surgery,journal,1,15
朱林,IEEE Transactions on Circuits and Systems for Video Technology,journal,6,78
朱林,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,6,59
朱林,arXiv (Cornell University),repository,6,26
朱林,ArXiv.org,repository,4,0
朱林,Research Square,repository,3,3
朱林,International Journal of Computer Vision,journal,2,2
朱林,Neural Networks,journal,2,21
朱林,IEEE Transactions on Multimedia,journal,2,47
朱林,Lecture notes in computer science,book series,2,3
朱林,Scientific Reports,journal,2,22
朱林,Neurocomputing,journal,2,7
朱林,IEEE Signal Processing Letters,journal,2,32
朱林,2022 IEEE International Conference on Multimedia and Expo (ICME),conference,2,25
朱林,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),conference,2,182
朱林,Packaging Engineering,journal,2,1
朱林,Preprints.org,repository,1,1
朱林,Pattern Recognition,journal,1,9
朱林,IEEE Robotics and Automation Letters,journal,1,0
朱林,Sensors,journal,1,0
朱林,Archives animal breeding/Archiv für Tierzucht,journal,1,0
朱林,Applied Soft Computing,journal,1,1
朱林,IEEE Transactions on Cognitive and Developmental Systems,journal,1,8
朱林,Remote Sensing,journal,1,2
朱林,Journal of Imaging,journal,1,0
朱林,IEEE Transactions on Industry Applications,journal,1,0
朱林,Studies in computational intelligence,book series,1,0
朱林,Case Studies in Construction Materials,journal,1,12
朱林,ISPRS Journal of Photogrammetry and Remote Sensing,journal,1,11
朱林,International Journal of Digital Earth,journal,1,1
朱林,Petroleum Science,journal,1,4
朱林,Journal of Physics D Applied Physics,journal,1,6
朱林,Applied Sciences,journal,1,8
朱林,IEEE Transactions on Geoscience and Remote Sensing,journal,1,7
朱林,SSRN Electronic Journal,repository,1,2
朱林,IEEE Transactions on Cybernetics,journal,1,123
朱林,IET Computer Vision,journal,1,33
朱林,Biomedical Signal Processing and Control,journal,1,12
朱林,Digital Signal Processing,journal,1,5
朱林,BMC Bioinformatics,journal,1,15
朱林,Information Sciences,journal,1,11
朱林,The Visual Computer,journal,1,9
朱林,IEEE Transactions on Image Processing,journal,1,109
朱林,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,1,47
朱林,Pattern Recognition Letters,journal,1,2
朱林,IOP Conference Series Earth and Environmental Science,conference,1,6
朱林,Crystals,journal,1,14
朱林,Seventh Symposium on Novel Photoelectronic Detection Technology and Applications,journal,1,2
朱林,Lecture notes in electrical engineering,book series,1,0
朱林,ACM Transactions on Multimedia Computing Communications and Applications,journal,1,24
朱林,IOP Conference Series Materials Science and Engineering,conference,1,0
朱林,Journal of Modern Optics,journal,1,13
朱林,Optics Communications,journal,1,27
朱林,Applied Mechanics and Materials,journal,1,3
朱林,Geomatics world (Lemmer),journal,1,0
朱林,Journal of the Japan society of photogrammetry and remote sensing,journal,1,2
朱林,Transportation Research Board 93rd Annual MeetingTransportation Research Board,journal,1,0
朱林,Journal of Public Transportation,journal,1,1
朱林,"The international archives of the photogrammetry, remote sensing and spatial information sciences/International archives of the photogrammetry, remote sensing and spatial information sciences",journal,1,0
朱林,Acta Astronomica Sinica,journal,1,3
朱林,Railway Computer Application,journal,1,0
朱林,Machine Graphics & Vision International Journal archive,journal,1,5
朱林,WSCG (Short Papers),journal,1,6
李健,arXiv (Cornell University),repository,36,229
李健,Lecture notes in computer science,book series,6,82
李健,IEEE Transactions on Neural Networks and Learning Systems,journal,3,12
李健,Proceedings of the AAAI Conference on Artificial Intelligence,conference,3,16
李健,Neural Networks,journal,2,25
李健,International Journal of Continuing Engineering Education and Life-Long Learning,journal,2,2
李健,IEEE Transactions on Information Theory,journal,2,35
李健,Journal of Physics Conference Series,journal,2,5
李健,Findings of the Association for Computational Linguistics: ACL 2022,conference,2,35
李健,Optics and Lasers in Engineering,journal,2,756
李健,ArXiv.org,repository,1,0
李健,Neurocomputing,journal,1,0
李健,Digital Signal Processing,journal,1,0
李健,Applied Intelligence,journal,1,10
李健,BMC Medical Informatics and Decision Making,journal,1,8
李健,Pattern Recognition,journal,1,1
李健,5th International Conference on Computer Information Science and Application Technology (CISAT 2022),conference,1,0
李健,Proceedings of the 31st ACM International Conference on Information &amp; Knowledge Management,conference,1,1
李健,Artificial Intelligence,journal,1,8
李健,Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,journal,1,26
李健,Desalination and Water Treatment,journal,1,0
李健,Proceedings of the Thirty-First International Joint Conference on Artificial Intelligence,conference,1,2
李健,ACS Omega,journal,1,13
李健,2022 IEEE 38th International Conference on Data Engineering (ICDE),conference,1,7
李健,2021 CIE International Conference on Radar (Radar),conference,1,1
李健,2021 IEEE International Conference on Data Mining (ICDM),conference,1,3
李健,SHILAP Revista de lepidopterología,journal,1,0
李健,Communications in computer and information science,book series,1,1
李健,Open Forum Infectious Diseases,journal,1,11
李健,IEEE Transactions on Games,journal,1,5
李健,Perspectives on rethinking and reforming education,book series,1,0
李健,Research in Astronomy and Astrophysics,journal,1,2
李健,IEEE Access,journal,1,14
李健,Neural Information Processing Systems,conference,1,38
李健,Pesticide Biochemistry and Physiology,journal,1,1
李健,International Journal of Database Theory and Application,journal,1,1
李健,Advanced materials research,journal,1,0
李健,Journal of Image and Graphics,journal,1,0
李健,Journal of Hubei Radio & Television University,journal,1,0
李健,Cambridge University Press eBooks,ebook platform,1,2
李健,International Journal of Computer Vision,journal,1,45
李健,Proceedings of the VLDB Endowment,journal,1,7
李健,JOURNAL OF ELECTRONICS INFORMATION TECHNOLOGY,journal,1,1
李健,Acta Entomologica Sinica,journal,1,1
李健,Bulletin of Sport Science & Technology,journal,1,0
李健,Tsinghua Science & Technology,journal,1,9
李健,Journal of Sichuan College of Education,journal,1,0
李健,IEEE Transactions on Aerospace and Electronic Systems,journal,1,2
李健,Sichuan University of Arts and Science Journal,journal,1,0
李健,International Journal of Production Economics,journal,1,65
李健,"Proceedings. IEEE/WIC/ACM International Conference on Intelligent Agent Technology, 2004. (IAT 2004).",conference,1,4
李健,Henan Chemical Industry,journal,1,0
李健,IEEE International Conference on Acoustics Speech and Signal Processing,conference,1,12
李健,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,1,1
李健,Journal of Northeast Forestry University,journal,1,1
李嘉,arXiv (Cornell University),repository,6,57
李嘉,IEEE Transactions on Image Processing,journal,5,70
李嘉,Lecture notes in computer science,book series,4,50
李嘉,International Journal of Computer Vision,journal,4,279
李嘉,IEEE Signal Processing Letters,journal,3,33
李嘉,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,3,1
李嘉,Optik,journal,3,43
李嘉,Applied Mechanics and Materials,journal,3,1
李嘉,Applied Optics,journal,2,75
李嘉,Applied and Computational Harmonic Analysis,journal,2,174
李嘉,Physics of Fluids,journal,1,2
李嘉,ArXiv.org,repository,1,0
李嘉,Lecture notes in electrical engineering,book series,1,0
李嘉,International Journal of Digital Earth,journal,1,4
李嘉,IEEE Journal of Biomedical and Health Informatics,journal,1,11
李嘉,Pattern Recognition,journal,1,8
李嘉,Journal of Software Evolution and Process,journal,1,1
李嘉,Ore Geology Reviews,journal,1,9
李嘉,Proceedings of the VLDB Endowment,journal,1,5
李嘉,Geological Society of America Bulletin,journal,1,8
李嘉,Bulletin of the American Physical Society,journal,1,0
李嘉,InfoMat,journal,1,0
李嘉,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,1,19
李嘉,"World Academy of Science, Engineering and Technology, International Journal of Computer and Information Engineering",journal,1,0
李嘉,International Journal of Transportation Science and Technology,journal,1,9
李嘉,Journal of Electronic Imaging,journal,1,5
李嘉,DEStech Transactions on Engineering and Technology Research,journal,1,8
李嘉,Journal of Computational and Theoretical Nanoscience,journal,1,0
李嘉,Infrared Physics & Technology,journal,1,34
李嘉,International Journal of Multimedia and Ubiquitous Engineering,journal,1,1
李嘉,Journal of the Optical Society of America A,journal,1,49
李嘉,Acta Petrologica Sinica,journal,1,2
李嘉,Zhongguo jieru yingxiang yu zhiliaoxue,journal,1,0
李嘉,International Journal of Online and Biomedical Engineering (iJOE),journal,1,2
李嘉,Xinxi wangluo anquan,journal,1,0
李嘉,Science China Earth Sciences,journal,1,19
李嘉,JOURNAL OF INFRARED AND MILLIMETER WAVES,journal,1,7
李嘉,Microelectronics & Computer,journal,1,0
李嘉,Science China Information Sciences,journal,1,22
李嘉,Shanxi Architecture,journal,1,0
李嘉,Jisuanji gongcheng,journal,1,0
李嘉,Energy Procedia,journal,1,1
李嘉,Chinese Science Bulletin,journal,1,3
李嘉,哈尔滨工业大学学报(英文版),journal,1,0
栾华,Lecture notes in computer science,book series,3,13
栾华,International Journal of Computational Science and Engineering,journal,2,0
栾华,Journal of Software,journal,2,4
栾华,Journal of Computer Science and Technology,journal,2,19
栾华,Journal of Engineering and Applied Science,journal,1,2
栾华,Lecture notes on data engineering and communications technologies,book series,1,2
栾华,Concurrency and Computation Practice and Experience,journal,1,4
栾华,Lecture notes in electrical engineering,book series,1,5
栾华,Data & Knowledge Engineering,journal,1,34
樊亚春,Lecture notes in computer science,book series,2,5
樊亚春,Multimedia Tools and Applications,journal,2,37
樊亚春,Communications in computer and information science,book series,2,5
樊亚春,ArXiv.org,repository,1,0
樊亚春,Preprints.org,repository,1,1
樊亚春,IEEE Access,journal,1,7
樊亚春,SSRN Electronic Journal,repository,1,0
樊亚春,Pattern Recognition Letters,journal,1,6
樊亚春,Computer Animation and Virtual Worlds,journal,1,2
樊亚春,Journal of Computer Science and Technology,journal,1,4
樊亚春,"Lecture notes of the Institute for Computer Sciences, Social Informatics and Telecommunications Engineering",journal,1,7
樊亚春,"The journal of digital forensics, security and law",journal,1,6
樊亚春,The International Arab Journal of Information Technology,journal,1,0
樊亚春,Frontiers of Computer Science,journal,1,9
樊亚春,Computers & Graphics,journal,1,4
樊亚春,Eurographics,repository,1,4
樊亚春,Journal of Image and Graphics,journal,1,0
樊亚春,Yishu yu sheji,journal,1,0
樊亚春,International Journal of Remote Sensing,journal,1,13
樊亚春,Journal of Biomechanics,journal,1,1
武仲科,Multimedia Tools and Applications,journal,7,34
武仲科,Lecture notes in computer science,book series,6,12
武仲科,Computers & Graphics,journal,5,57
武仲科,Computer Animation and Virtual Worlds,journal,5,6
武仲科,The Visual Computer,journal,4,34
武仲科,Computer Aided Geometric Design,journal,3,12
武仲科,arXiv (Cornell University),repository,3,0
武仲科,Journal of Computer Science and Technology,journal,3,27
武仲科,IEEE Transactions on Visualization and Computer Graphics,journal,2,8
武仲科,Frontiers in artificial intelligence and applications,journal,2,0
武仲科,Neurocomputing,journal,2,20
武仲科,Computer Graphics Forum,journal,2,2
武仲科,Pattern Recognition,journal,2,24
武仲科,ACM Transactions on Multimedia Computing Communications and Applications,journal,2,22
武仲科,IEEE Computer Graphics and Applications,journal,2,8
武仲科,Pattern Recognition Letters,journal,2,14
武仲科,Mathematical Problems in Engineering,journal,2,24
武仲科,ArXiv.org,repository,1,0
武仲科,International Journal of Radiation Oncology*Biology*Physics,journal,1,0
武仲科,Ocean Engineering,journal,1,0
武仲科,Proceedings of the AAAI Conference on Artificial Intelligence,conference,1,2
武仲科,ACM Transactions on Graphics,journal,1,3
武仲科,IEEE Transactions on Artificial Intelligence,journal,1,2
武仲科,SSRN Electronic Journal,repository,1,0
武仲科,Virtual Reality & Intelligent Hardware,journal,1,25
武仲科,Proceedings of the ACM on Computer Graphics and Interactive Techniques,journal,1,1
武仲科,Computational Visual Media,journal,1,4
武仲科,Proceedings of the 30th ACM International Conference on Multimedia,conference,1,13
武仲科,International Workshop on Advanced Imaging Technology (IWAIT) 2022,conference,1,1
武仲科,Medical Image Analysis,journal,1,6
武仲科,Virtual Reality,journal,1,1
武仲科,IEEE Transactions on NanoBioscience,journal,1,11
武仲科,International Workshop on Advanced Image Technology (IWAIT) 2019,journal,1,0
武仲科,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",repository,1,0
武仲科,Journal of Computational and Applied Mathematics,journal,1,9
武仲科,PLoS ONE,journal,1,5
武仲科,Zenodo (CERN European Organization for Nuclear Research),repository,1,0
武仲科,PRESENCE Virtual and Augmented Reality,journal,1,7
武仲科,Forensic Science International,journal,1,42
武仲科,Figshare,repository,1,0
段福庆,SSRN Electronic Journal,repository,1,0
段福庆,IEEE Computer Graphics and Applications,journal,1,0
王一凯,arXiv (Cornell University),repository,24,138
王一凯,IEEE Transactions on Image Processing,journal,3,30
王一凯,ArXiv.org,repository,2,0
王一凯,IEEE Transactions on Pattern Analysis and Machine Intelligence,journal,2,43
王一凯,Lecture notes in computer science,book series,2,38
王一凯,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),conference,2,264
王一凯,IEEE Robotics and Automation Letters,journal,1,0
王一凯,Sensors,journal,1,4
王一凯,Imaging Neuroscience,journal,1,0
王一凯,"2022 IEEE Conference on Telecommunications, Optics and Computer Science (TOCS)",conference,1,0
王一凯,2021 IEEE/CVF International Conference on Computer Vision (ICCV),conference,1,17
王一凯,Neural Plasticity,journal,1,20
王一凯,Communications in computer and information science,book series,1,4
王一凯,IEEE Transactions on Biomedical Engineering,journal,1,151
王川,Optics Express,journal,25,812
王川,arXiv (Cornell University),repository,17,18
王川,International Journal of Theoretical Physics,journal,11,57
王川,IEEE photonics journal,journal,10,136
王川,Quantum Information Processing,journal,9,123
王川,Optics Communications,journal,9,477
王川,Physical Review A,journal,9,1501
王川,Europhysics Letters (EPL),journal,8,47
王川,Figshare,repository,8,0
王川,Science China Physics Mechanics and Astronomy,journal,7,102
王川,Lecture notes in electrical engineering,book series,7,12
王川,Communications in Theoretical Physics,journal,7,144
王川,"Physical review. A/Physical review, A",journal,6,209
王川,ArXiv.org,repository,5,1
王川,SSRN Electronic Journal,repository,5,0
王川,Journal of the Optical Society of America B,journal,5,63
王川,"Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal,5,5
王川,Chinese Physics B,journal,5,54
王川,Acta Physica Sinica,journal,4,8
王川,International Journal of Quantum Information,journal,4,65
王川,Scientific Reports,journal,4,106
王川,Advanced materials research,journal,4,6
王川,Chinese Physics Letters,journal,4,47
王川,Research Square,repository,3,2
王川,Nanophotonics,journal,3,48
王川,Photonics Research,journal,3,93
王川,Modern Physics Letters B,journal,3,21
王川,Frontiers of Optoelectronics,journal,3,2
王川,Laser Physics Letters,journal,3,57
王川,Applied Mechanics and Materials,journal,3,2
王川,Chinese Science Bulletin,journal,3,102
王川,Journal of Hydrology,journal,2,43
王川,Journal of Lightwave Technology,journal,2,38
王川,Frontiers of Physics,journal,2,57
王川,Chinese Science Bulletin (Chinese Version),journal,2,3
王川,Optics Letters,journal,2,39
王川,Fundamental Research,journal,2,73
王川,IEEE Sensors Journal,journal,2,14
王川,Zenodo (CERN European Organization for Nuclear Research),repository,2,1
王川,Annalen der Physik,journal,2,5
王川,IEEE Access,journal,2,19
王川,IEEE Journal of Quantum Electronics,journal,2,19
王川,Optik,journal,2,17
王川,Soft Computing,journal,2,36
王川,Laser Physics,journal,2,12
王川,Quantum Information and Computation,journal,2,61
王川,Journal of Modern Optics,journal,2,9
王川,Journal of Jiangsu Teachers University of Technology,journal,2,0
王川,Computers & Electrical Engineering,journal,1,0
王川,Research,journal,1,0
王川,Molecular Physics,journal,1,0
王川,Physical Review Applied,journal,1,0
王川,Journal of Process Control,journal,1,2
王川,Journal of Molecular Modeling,journal,1,2
王川,Environmental Geotechnics,journal,1,1
王川,Frontiers in Immunology,journal,1,1
王川,Photonic Sensors,journal,1,2
王川,IEEE Transactions on Intelligent Transportation Systems,journal,1,3
王川,Frontiers in Veterinary Science,journal,1,3
王川,Proceedings of the AAAI Conference on Artificial Intelligence,conference,1,1
王川,Behavioral and Brain Functions,journal,1,17
王川,Journal of Arid Land,journal,1,1
王川,Postgraduate Medical Journal,journal,1,2
王川,Advanced Quantum Technologies,journal,1,0
王川,Physical review. C,journal,1,10
王川,IEEE Communications Letters,journal,1,28
王川,EPJ Quantum Technology,journal,1,0
王川,IEEE Transactions on Nanotechnology,journal,1,1
王川,American Journal of Civil Engineering,journal,1,0
王川,Quantum,journal,1,10
王川,Journal of Marine Science and Technology,journal,1,11
王川,Electronics,journal,1,4
王川,New Journal of Physics,journal,1,46
王川,Results in Physics,journal,1,29
王川,AAPPS bulletin,journal,1,53
王川,Materials,journal,1,29
王川,IEEE Transactions on Games,journal,1,43
王川,2022 5th World Conference on Mechanical Engineering and Intelligent Manufacturing (WCMEIM),conference,1,0
王川,Micromachines,journal,1,1
王川,Journal of the Hong Kong College of Cardiology,journal,1,0
王川,2022 IEEE International Conference on Unmanned Systems (ICUS),conference,1,2
王川,Sensors,journal,1,11
王川,Expert Systems with Applications,journal,1,38
王川,Chinese Chemical Letters,journal,1,5
王川,Applied Intelligence,journal,1,12
王川,Journal of Energy Storage,journal,1,64
王川,Materials Chemistry and Physics,journal,1,23
王川,Sustainability,journal,1,8
王川,IEEE Wireless Communications,journal,1,15
王川,Crystals,journal,1,6
王川,Energy,journal,1,33
王川,Dermatologic Therapy,journal,1,3
王川,Microprocessors and Microsystems,journal,1,0
王川,IEEE Transactions on Quantum Engineering,journal,1,2
王川,Journal of Material Science and Technology,journal,1,28
王川,Journal of Catalysis,journal,1,55
王川,IEEE Transactions on Evolutionary Computation,journal,1,149
王川,Physical review. E,journal,1,29
王川,The Journal of Supercomputing,journal,1,7
王川,DEStech Transactions on Social Science Education and Human Science,journal,1,0
王川,Energies,journal,1,15
王川,UA Campus Repository (The University of Arizona),repository,1,0
王川,Journal of Ambient Intelligence and Humanized Computing,journal,1,4
王川,OSA Continuum,journal,1,4
王川,Chemical Engineering Science,journal,1,11
王川,Clinical Investigation,journal,1,1
王川,Propulsion and Power Research,journal,1,6
王川,"Proceedings of the 2017 3rd International Forum on Energy, Environment Science and Materials (IFEESM 2017)",journal,1,5
王川,ETA Florence,repository,1,4
王川,Journal of Electromagnetic Waves and Applications,journal,1,6
王川,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,journal,1,32
王川,Conference on Lasers and Electro-Optics,conference,1,2
王川,China Environmental Science,journal,1,1
王川,Journal of Photochemistry and Photobiology B Biology,journal,1,52
王川,Zhonghua yixue keyan guanli zazhi,journal,1,0
王川,Annals of Physics,journal,1,44
王川,International Journal of Modern Physics B,journal,1,9
王川,Science Bulletin,journal,1,44
王川,Journal of Power Electronics,journal,1,6
王川,International Journal of Signal Processing Image Processing and Pattern Recognition,journal,1,5
王川,Lecture notes in computer science,book series,1,1
王川,Zhiye yu jiankang,journal,1,0
王川,Gaodianya Jishu,journal,1,0
王川,Indonesian Journal of Electrical Engineering and Computer Science,journal,1,0
王川,Electric Power Systems Research,journal,1,36
王川,IEEE Journal of Selected Topics in Quantum Electronics,journal,1,13
王川,Engineering Applications of Artificial Intelligence,journal,1,29
王川,IEEE Transactions on Plasma Science,journal,1,8
王川,Nuclear Science and Techniques,journal,1,2
王川,Science China Information Sciences,journal,1,4
王川,International Journal of Advancements in Computing Technology,journal,1,0
王川,International Journal of Digital Content Technology and its Applications,journal,1,2
王川,The Rochester Conferences on Coherence and Quantum Optics and the Quantum Information and Measurement meeting,conference,1,8
王川,Chemical Engineering Journal,journal,1,93
王川,Ship Engineering,journal,1,0
王川,Nuclear Techniques,journal,1,0
王川,Molecular Plant,journal,1,85
王川,Journal of Russian Laser Research,journal,1,2
王川,Physica A Statistical Mechanics and its Applications,journal,1,4
王川,Journal of the American Chemical Society,journal,1,422
王川,Zhongguo kexue. Wulixue Lixue Tianwenxue,journal,1,27
王川,Shipbuilding of China,journal,1,0
王川,Computer Systems and Applications,journal,1,0
王川,Journal of Biomedical Optics,journal,1,2
王川,Journal of Hebei Polytechnic University,journal,1,0
王川,Journal of Harbin University of Commerce,journal,1,0
王川,Neurocomputing,journal,1,97
王川,Journal of Physics B Atomic Molecular and Optical Physics,journal,1,12
王川,InTech eBooks,ebook platform,1,3
王川,The Journal of Physical Chemistry C,journal,1,14
王川,Journal of Innovative Optical Health Sciences,journal,1,4
王川,Coal Technology,journal,1,0
王川,Chinese Optics Letters,journal,1,7
王川,"Science in China. Series E, Technological sciences/Science in China. Series E, Technological Sciences",journal,1,19
王川,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment,journal,1,9
王川,Yunnan Daxue xuebao. Shehui kexue ban,journal,1,1
王川,PubMed,repository,1,0
王川,Chuangan jishu xuebao,journal,1,12
王川,Frontiers of Physics in China,journal,1,311
王川,Kyouikugaku no kenkyuu to jissen,journal,1,0
王川,"Science in China. Series G, Physics, mechanics & astronomy/Science in China. Series G, Physics, Mechanics & Astronomy",journal,1,0
王川,Chinese Journal of Pharmaceuticals,journal,1,0
王川,Journal of Henan Mechanic and Electric Engineering College,journal,1,0
王川,Journal of Qingdao University of Science and Technology,journal,1,0
王川,Journal of Chongqing University. English Edition,journal,1,0
王川,Coal Geology & Exploration,journal,1,1
王川,Proceedings of International Conference on Neural Networks (ICNN'96),conference,1,2
王川,Journal of Huainan Vocational & Technical College,journal,1,0
王川,Railway Transport and Economy,journal,1,0
王川,IEEE Transactions on Vehicular Technology,journal,1,3
王志春,Lecture notes in computer science,book series,4,9
王志春,Communications in computer and information science,book series,4,2
王志春,Advances in transdisciplinary engineering,book series,3,0
王志春,Chinese Geographical Science,journal,3,18
王志春,SSRN Electronic Journal,repository,3,0
王志春,arXiv (Cornell University),repository,2,11
王志春,Agronomy,journal,2,51
王志春,International Journal of Biological Macromolecules,journal,2,46
王志春,Land Degradation and Development,journal,2,18
王志春,Materials Characterization,journal,2,23
王志春,Journal of Physics Conference Series,journal,2,5
王志春,Journal of the Indian Society of Remote Sensing,journal,2,12
王志春,PeerJ,journal,2,29
王志春,Communications Chemistry,journal,1,1
王志春,IET conference proceedings.,journal,1,0
王志春,Data Intelligence,journal,1,0
王志春,Chaos Solitons & Fractals,journal,1,0
王志春,Foods,journal,1,6
王志春,Electronic Journal of Biotechnology,journal,1,2
王志春,Plants,journal,1,1
王志春,Transactions of Nonferrous Metals Society of China,journal,1,5
王志春,Inflammation,journal,1,5
王志春,Environmental Technology & Innovation,journal,1,3
王志春,Tropical Journal of Pharmaceutical Research,journal,1,0
王志春,Medicine,journal,1,2
王志春,SID Symposium Digest of Technical Papers,journal,1,0
王志春,Journal of Materials Chemistry A,journal,1,20
王志春,Frontiers in Oncology,journal,1,5
王志春,Case Reports in Medicine,journal,1,2
王志春,International Journal of Biological Sciences,journal,1,9
王志春,Acta Biomaterialia,journal,1,15
王志春,Materials Letters,journal,1,5
王志春,Frontiers in Microbiology,journal,1,13
王志春,Colloids and Surfaces B Biointerfaces,journal,1,9
王志春,Highlights in Business Economics and Management,journal,1,0
王志春,BCP Business & Management,journal,1,0
王志春,Journal of Wind Engineering and Industrial Aerodynamics,journal,1,13
王志春,Journal of Environmental Management,journal,1,10
王志春,International Journal of Electrochemical Science,journal,1,22
王志春,Molecular Medicine Reports,journal,1,1
王志春,Lecture notes in electrical engineering,book series,1,0
王志春,Biomaterials Research,journal,1,19
王志春,Journal of Manufacturing Processes,journal,1,20
王志春,Journal of Environmental Engineering and Landscape Management,journal,1,8
王志春,Arid Land Research and Management,journal,1,1
王志春,International Journal of Minerals Metallurgy and Materials,journal,1,4
王志春,British Journal of Neurosurgery,journal,1,16
王志春,Environmental Science and Pollution Research,journal,1,13
王志春,Journal of the Science of Food and Agriculture,journal,1,14
王志春,Soil Research,journal,1,13
王志春,Journal of Molecular Neuroscience,journal,1,30
王志春,Archives of Agronomy and Soil Science,journal,1,5
王志春,Proceedings of the AAAI Conference on Artificial Intelligence,conference,1,5
王志春,Guangpuxue yu guangpu fenxi,journal,1,3
王志春,Global Energy Interconnection,journal,1,6
王志春,Neurotherapeutics,journal,1,25
王志春,Petroleum Science,journal,1,33
